SAX1,SAX2,SAX3,TAXX,TAXY,TAXZ
8.41451632236e-34,3.36580652894e-33,3.36580652894e-33,1.64658909917e-06,1.59070686336e-06,7.38534407968e-07
1.54593788207e-33,6.18375152827e-33,6.18375152827e-33,5.39388293407e-06,8.71317433711e-06,9.65422939738e-06
1.19305065599e-33,4.77220262398e-33,4.77220262398e-33,1.00753930641e-05,2.11902804721e-05,2.80977293795e-05
7.62185025744e-34,3.04874010298e-33,3.04874010298e-33,1.38327332113e-05,3.1656764376e-05,4.36002764898e-05
3.91034517056e-34,1.56413806822e-33,1.56413806822e-33,1.40773341204e-05,3.33604330748e-05,4.62803698203e-05
1.51605139634e-34,6.06420558537e-34,6.06420558537e-34,1.0875710541e-05,2.61958462812e-05,3.60959253569e-05
3.86173036589e-35,1.54469214636e-34,1.54469214636e-34,6.35252043265e-06,1.53322066173e-05,2.06956079279e-05
4.01337529084e-36,1.60535011633e-35,1.60535011633e-35,2.7214398163e-06,6.35167691373e-06,8.17781585237e-06
8.99155543714e-38,3.59662217486e-37,3.59662217486e-37,8.51733458058e-07,1.61262137167e-06,1.80473879323e-06
1.15318908948e-36,4.61275635792e-36,4.61275635792e-36,3.03257067483e-07,2.05646184803e-07,9.31234945056e-08
8.13967849007e-37,3.25587139603e-36,3.25587139603e-36,2.49923183224e-07,1.52530646146e-07,1.39156483983e-07
1.33677405672e-37,5.34709622686e-37,5.34709622686e-37,2.08511270297e-07,2.13266261919e-07,2.30071351347e-07
1.27663619278e-38,5.10654477111e-38,5.10654477111e-38,1.15113281327e-07,1.44017377801e-07,1.13662454624e-07
1.11518630478e-37,4.46074521913e-37,4.46074521913e-37,4.70053904627e-08,7.86789249251e-08,2.67132686179e-08
8.81753186691e-38,3.52701274676e-37,3.52701274676e-37,2.6909732606e-08,6.87197965871e-08,3.46484464118e-08
1.42042844245e-38,5.68171376979e-38,5.68171376979e-38,2.42321744369e-08,6.5985514288e-08,4.99690458327e-08
3.60257406452e-39,1.44102962581e-38,1.44102962581e-38,1.7597832427e-08,4.52153618985e-08,3.23549905901e-08
2.23491964736e-38,8.93967858946e-38,8.93967858946e-38,9.49919288592e-09,2.39302872804e-08,1.14129954736e-08
1.74421293266e-38,6.97685173065e-38,6.97685173065e-38,5.71943608719e-09,1.49364053969e-08,7.52706157178e-09
2.41044774312e-39,9.64179097247e-39,9.64179097247e-39,5.13855444351e-09,1.16573538456e-08,9.90749049809e-09
1.38647137892e-39,5.5458855157e-39,5.5458855157e-39,5.15791024502e-09,7.41949393159e-09,8.10373776998e-09
6.4855161372e-39,2.59420645488e-38,2.59420645488e-38,5.48639639786e-09,3.86969618375e-09,5.12854332224e-09
4.77175123695e-39,1.90870049478e-38,1.90870049478e-38,6.13184369998e-09,2.81347991777e-09,4.6107277712e-09
5.1536192345e-40,2.0614476938e-39,2.0614476938e-39,6.33866299195e-09,2.36558279386e-09,4.70196193573e-09
6.39091880514e-40,2.55636752205e-39,2.55636752205e-39,5.90189918349e-09,1.27815053746e-09,4.07818639208e-09
2.35808251301e-39,9.43233005203e-39,9.43233005203e-39,5.37578287566e-09,6.73068878645e-10,4.04096902635e-09
1.59783351423e-39,6.39133405693e-39,6.39133405693e-39,4.94741388403e-09,1.14407560664e-09,4.76072119172e-09
1.21529008703e-40,4.8611603481e-40,4.8611603481e-40,4.3249188949e-09,1.63870332308e-09,4.85709119532e-09
3.31628065198e-40,1.32651226079e-39,1.32651226079e-39,3.6073885272e-09,1.39505598295e-09,4.37903832207e-09
9.97321434359e-40,3.98928573743e-39,3.98928573743e-39,3.38355560417e-09,8.56296912153e-10,4.7450936923e-09
6.13002710518e-40,2.45201084207e-39,2.45201084207e-39,4.01165080902e-09,5.45210341074e-10,6.06900774952e-09
2.81090389017e-41,1.12436155607e-40,1.12436155607e-40,5.35214810276e-09,3.98153653182e-10,6.99133292555e-09
1.87082131841e-40,7.48328527363e-40,7.48328527363e-40,7.12531409418e-09,2.98377155851e-10,6.95953235611e-09
4.69725088278e-40,1.87890035311e-39,1.87890035311e-39,9.10096334628e-09,3.49445907533e-10,6.86437961595e-09
2.58737689452e-40,1.03495075781e-39,1.03495075781e-39,1.0997967009e-08,5.22130544759e-10,7.44275332101e-09
5.30789928196e-42,2.12315971278e-41,2.12315971278e-41,1.25573587698e-08,6.08773867275e-10,8.37794100057e-09
1.12272850234e-40,4.49091400935e-40,4.49091400935e-40,1.37249591588e-08,5.74242655656e-10,9.08205083672e-09
2.39590478668e-40,9.58361914672e-40,9.58361914672e-40,1.45282747259e-08,5.74510417238e-10,9.40380567799e-09
1.16913810728e-40,4.67655242912e-40,4.67655242912e-40,1.47985643184e-08,6.43359393115e-10,9.36541089129e-09
4.43456129186e-43,1.77382451674e-42,1.77382451674e-42,1.42530772387e-08,6.55268505192e-10,8.86477893094e-09
7.06439919228e-41,2.82575967691e-40,2.82575967691e-40,1.28952855367e-08,5.75270010841e-10,7.90440270252e-09
