SAX1,SAX2,SAX3,TAXX,TAXY,TAXZ
5.3059483044e-10,3.22643983639e-08,1.01817638532e-09,5.38529044631e-32,5.38529044631e-32,2.15411617852e-31
2.70219221708e-09,1.88546299836e-07,4.37555680135e-09,9.89400244524e-32,9.89400244524e-32,3.95760097809e-31
6.4107585926e-09,4.67841481019e-07,9.71382115068e-09,7.63552419836e-32,7.63552419836e-32,3.05420967934e-31
9.53862857167e-09,7.01009697672e-07,1.43554899341e-08,4.87798416476e-32,4.87798416476e-32,1.9511936659e-31
1.00721949778e-08,7.37028021736e-07,1.540198561e-08,2.50262090916e-32,2.50262090916e-32,1.00104836366e-31
7.95363696704e-09,5.74996370229e-07,1.260804531e-08,9.70272893659e-33,9.70272893659e-33,3.88109157464e-32
4.70069751289e-09,3.3216727367e-07,7.96435738406e-09,2.47150743417e-33,2.47150743417e-33,9.88602973669e-33
1.98304301008e-09,1.33669445694e-07,3.81724875031e-09,2.56856018614e-34,2.56856018614e-34,1.02742407445e-33
5.30800257864e-10,3.09688657321e-08,1.33770041868e-09,5.75459547977e-36,5.75459547977e-36,2.30183819191e-35
9.23740661396e-11,2.08538312767e-09,3.50320387779e-10,7.38041017267e-35,7.38041017267e-35,2.95216406907e-34
7.37838428322e-11,2.03877494002e-09,1.15439813168e-10,5.20939423364e-35,5.20939423364e-35,2.08375769346e-34
8.8915512888e-11,3.47075522603e-09,7.4176385681e-11,8.55535396298e-36,8.55535396298e-36,3.42214158519e-35
5.72979359476e-11,1.70514065112e-09,4.02579909784e-11,8.17047163378e-37,8.17047163378e-37,3.26818865351e-36
2.54822216874e-11,2.11304283118e-10,1.62009455202e-11,7.13719235061e-36,7.13719235061e-36,2.85487694024e-35
1.83991784497e-11,1.82370387899e-10,1.24297107327e-11,5.64322039482e-36,5.64322039482e-36,2.25728815793e-35
2.25528727078e-11,4.11445089064e-10,1.3482753317e-11,9.09074203166e-37,9.09074203166e-37,3.63629681267e-36
2.3125516377e-11,2.4366335221e-10,9.53053714485e-12,2.30564740129e-37,2.30564740129e-37,9.22258960517e-37
1.86482083297e-11,3.39619687665e-11,4.71174824593e-12,1.43034857431e-36,1.43034857431e-36,5.72139429725e-36
1.25148426741e-11,3.70124093554e-11,3.04388134954e-12,1.1162962769e-36,1.1162962769e-36,4.46518510762e-36
6.78027236702e-12,8.6102927218e-11,2.86572370957e-12,1.5426865556e-37,1.5426865556e-37,6.17074622238e-37
2.95730906198e-12,5.06317470011e-11,2.3579277817e-12,8.87341682511e-38,8.87341682511e-38,3.54936673005e-37
2.01038227386e-12,7.81501796764e-12,2.17013038392e-12,4.15073032781e-37,4.15073032781e-37,1.66029213112e-36
2.89877114867e-12,2.02193683725e-11,2.7432501227e-12,3.05392079165e-37,3.05392079165e-37,1.22156831666e-36
3.51238528474e-12,3.93137286999e-11,3.11230175967e-12,3.29831631008e-38,3.29831631008e-38,1.31932652403e-37
3.01495159548e-12,2.5357374748e-11,2.64479304621e-12,4.09018803529e-38,4.09018803529e-38,1.63607521412e-37
2.12110315235e-12,5.46728511215e-12,1.88369970661e-12,1.50917280832e-37,1.50917280832e-37,6.0366912333e-37
1.54060155765e-12,5.05905686158e-12,1.45868452093e-12,1.02261344911e-37,1.02261344911e-37,4.09045379644e-37
1.22842251181e-12,1.03206385204e-11,1.34848151128e-12,7.77785655697e-39,7.77785655697e-39,3.11114262279e-38
9.61723880423e-13,6.82269010041e-12,1.33895914712e-12,2.12241961726e-38,2.12241961726e-38,8.48967846906e-38
7.84621887862e-13,2.30724812705e-12,1.41858670527e-12,6.38285717989e-38,6.38285717989e-38,2.55314287196e-37
7.85989278265e-13,4.05368244938e-12,1.56067738437e-12,3.92321734732e-38,3.92321734732e-38,1.56928693893e-37
9.21268919242e-13,6.06102185119e-12,1.59624967566e-12,1.79897848971e-39,1.79897848971e-39,7.19591395883e-39
