SAX1,SAX2,SAX3,TAXX,TAXY,TAXZ
8.41451632236e-34,3.36580652894e-33,3.36580652894e-33,1.12944882452e-06,4.0155123656e-07,3.0485437438e-06
1.54593788207e-33,6.18375152827e-33,6.18375152827e-33,2.79641904247e-06,1.38970911141e-06,1.41453873684e-05
1.19305065599e-33,4.77220262398e-33,4.77220262398e-33,4.07779586029e-06,2.72523046337e-06,3.22450891517e-05
7.62185025744e-34,3.04874010298e-33,3.04874010298e-33,5.3415330932e-06,3.87872686932e-06,4.72763377968e-05
3.91034517056e-34,1.56413806822e-33,1.56413806822e-33,5.90152128175e-06,4.12609973113e-06,4.94166425897e-05
1.51605139634e-34,6.06420558537e-34,6.06420558537e-34,5.53206809571e-06,3.41358903405e-06,3.86350684902e-05
3.86173036589e-35,1.54469214636e-34,1.54469214636e-34,4.48465309893e-06,2.24221677838e-06,2.25927205247e-05
4.01337529084e-36,1.60535011633e-35,1.60535011633e-35,3.21465139518e-06,1.19070827797e-06,9.44957559076e-06
8.99155543714e-38,3.59662217486e-37,3.59662217486e-37,2.08827150301e-06,5.40006631247e-07,2.56125337716e-06
1.15318908948e-36,4.61275635792e-36,4.61275635792e-36,1.26532895817e-06,2.44138703132e-07,5.05275339945e-07
8.13967849007e-37,3.25587139603e-36,3.25587139603e-36,7.50414983831e-07,1.30021047743e-07,3.65220063858e-07
1.33677405672e-37,5.34709622686e-37,5.34709622686e-37,4.87611585117e-07,7.42810777742e-08,3.64132349973e-07
1.27663619278e-38,5.10654477111e-38,5.10654477111e-38,4.09471901865e-07,3.88242764535e-08,1.89165711822e-07
1.11518630478e-37,4.46074521913e-37,4.46074521913e-37,4.43113117482e-07,2.14997798604e-08,5.44352353759e-08
8.81753186691e-38,3.52701274676e-37,3.52701274676e-37,5.14735621567e-07,1.69713800713e-08,3.30810000616e-08
1.42042844245e-38,5.68171376979e-38,5.68171376979e-38,5.67576770446e-07,1.54144166453e-08,4.71866697625e-08
3.60257406452e-39,1.44102962581e-38,1.44102962581e-38,5.76573469516e-07,1.2420766892e-08,4.97160262276e-08
2.23491964736e-38,8.93967858946e-38,8.93967858946e-38,5.44867263518e-07,9.10435969119e-09,5.13136881005e-08
1.74421293266e-38,6.97685173065e-38,6.97685173065e-38,4.87934928632e-07,6.66525056567e-09,5.71009310719e-08
2.41044774312e-39,9.64179097247e-39,9.64179097247e-39,4.20261577979e-07,4.73127320186e-09,5.53142614714e-08
1.38647137892e-39,5.5458855157e-39,5.5458855157e-39,3.51306402934e-07,3.01780551378e-09,4.54168456021e-08
6.4855161372e-39,2.59420645488e-38,2.59420645488e-38,2.87171455243e-07,1.87203774283e-09,3.92491429501e-08
4.77175123695e-39,1.90870049478e-38,1.90870049478e-38,2.3251398868e-07,1.39288166151e-09,4.02573507167e-08
5.1536192345e-40,2.0614476938e-39,2.0614476938e-39,1.90770405238e-07,1.225776904e-09,4.03796060384e-08
6.39091880514e-40,2.55636752205e-39,2.55636752205e-39,1.63232904128e-07,1.16427603226e-09,3.46123848929e-08
2.35808251301e-39,9.43233005203e-39,9.43233005203e-39,1.47923370976e-07,1.29984841694e-09,2.69250552195e-08
1.59783351423e-39,6.39133405693e-39,6.39133405693e-39,1.39436426187e-07,1.61811597102e-09,2.23281845953e-08
1.21529008703e-40,4.8611603481e-40,4.8611603481e-40,1.30849629427e-07,1.882469943e-09,2.06568940351e-08
3.31628065198e-40,1.32651226079e-39,1.32651226079e-39,1.17240449218e-07,1.93738879481e-09,1.90697851158e-08
9.97321434359e-40,3.98928573743e-39,3.98928573743e-39,9.83637080465e-08,1.85232590645e-09,1.62213633132e-08
6.13002710518e-40,2.45201084207e-39,2.45201084207e-39,7.81795716239e-08,1.73026839844e-09,1.2706849479e-08
2.81090389017e-41,1.12436155607e-40,1.12436155607e-40,6.15661358561e-08,1.55692095314e-09,9.72454643437e-09
1.87082131841e-40,7.48328527363e-40,7.48328527363e-40,5.10096995265e-08,1.28732606791e-09,8.27281313058e-09
4.69725088278e-40,1.87890035311e-39,1.87890035311e-39,4.57605054087e-08,9.63729210724e-10,8.54814828464e-09
2.58737689452e-40,1.03495075781e-39,1.03495075781e-39,4.3404568762e-08,6.87947331148e-10,9.6230291786e-09
5.30789928196e-42,2.12315971278e-41,2.12315971278e-41,4.18281830548e-08,5.26398965888e-10,1.02399396987e-08
1.12272850234e-40,4.49091400935e-40,4.49091400935e-40,3.99169011298e-08,4.72361108383e-10,9.98708787659e-09
2.39590478668e-40,9.58361914672e-40,9.58361914672e-40,3.71080345753e-08,4.71308588674e-10,9.30328650831e-09
1.16913810728e-40,4.67655242912e-40,4.67655242912e-40,3.29699749898e-08,4.63860416974e-10,8.52622173455e-09
4.43456129186e-43,1.77382451674e-42,1.77382451674e-42,2.74454743873e-08,4.21548507351e-10,7.50339890989e-09
7.06439919228e-41,2.82575967691e-40,2.82575967691e-40,2.12820401854e-08,3.55958698739e-10,6.12334057543e-09
1.2985311739e-40,5.1941246956e-40,5.1941246956e-40,1.58672776996e-08,2.92998171505e-10,4.73937061393e-09
5.54409306806e-41,2.21763722722e-40,2.21763722722e-40,1.2392971894e-08,2.42633239598e-10,3.88863357473e-09
6.15284044576e-44,2.46113617831e-43,2.46113617831e-43,1.10520631939e-08,1.99485204791e-10,3.77839623148e-09
4.61312208562e-41,1.84524883425e-40,1.84524883425e-40,1.09729088543e-08,1.63518691492e-10,4.11162063427e-09
7.37692815892e-41,2.95077126357e-40,2.95077126357e-40,1.09036605266e-08,1.45779724654e-10,4.30937980716e-09
2.71592195814e-41,1.08636878326e-40,1.08636878326e-40,1.00318584563e-08,1.54523223484e-10,3.92215597692e-09
5.73933709755e-43,2.29573483902e-42,2.29573483902e-42,8.32260302035e-09,1.84636110916e-10,2.95758083319e-09
3.1029699754e-41,1.24118799016e-40,1.24118799016e-40,6.26604159752e-09,2.20513726145e-10,1.84265868798e-09
4.3483387248e-41,1.73933548992e-40,1.73933548992e-40,4.39506369179e-09,2.44027375338e-10,1.0267766034e-09
1.35587400839e-41,5.42349603358e-41,5.42349603358e-41,2.98099022886e-09,2.42546142767e-10,6.36696300273e-10
1.06699268183e-42,4.26797072732e-42,4.26797072732e-42,2.02673821712e-09,2.16742336547e-10,5.18949199096e-10
2.13773134734e-41,8.55092538934e-41,8.55092538934e-41,1.41224366659e-09,1.81520449415e-10,5.06726158463e-10
2.63862902501e-41,1.05545161e-40,1.05545161e-40,1.01912162317e-09,1.55332733635e-10,5.46311130279e-10
6.80884503456e-42,2.72353801382e-41,2.72353801382e-41,7.80739749569e-10,1.47724416873e-10,6.22817211852e-10
1.36710014845e-42,5.46840059382e-42,5.46840059382e-42,6.83005215141e-10,1.57832691681e-10,6.88195452952e-10
1.5017382434e-41,6.00695297361e-41,6.00695297361e-41,7.36004521354e-10,1.81147092591e-10,6.87811040859e-10
1.63796073938e-41,6.55184295753e-41,6.55184295753e-41,9.27784099398e-10,2.12763512331e-10,6.05348926317e-10
3.3912375538e-42,1.35649502152e-41,1.35649502152e-41,1.19443496051e-09,2.45045237323e-10,4.67966348185e-10
1.49214832643e-42,5.96859330573e-42,5.96859330573e-42,1.44212219987e-09,2.67574116035e-10,3.31975750803e-10
1.07191173838e-41,4.28764695351e-41,4.28764695351e-41,1.60775973989e-09,2.72593493412e-10,2.55976139285e-10
1.03473866552e-41,4.13895466206e-41,4.13895466206e-41,1.7012272973e-09,2.6021976285e-10,2.57511405231e-10
1.64635460739e-42,6.58541842954e-42,6.58541842954e-42,1.79078889622e-09,2.38010567061e-10,2.95228272055e-10
1.49525619216e-42,5.98102476865e-42,5.98102476865e-42,1.95037500024e-09,2.15663928821e-10,3.11023419334e-10
7.75149829173e-42,3.10059931669e-41,3.10059931669e-41,2.21551666118e-09,1.98916201908e-10,2.85455820585e-10
6.62234169797e-42,2.64893667919e-41,2.64893667919e-41,2.57288530691e-09,1.86495514711e-10,2.39775918136e-10
7.60069472622e-43,3.04027789049e-42,3.04027789049e-42,2.97390169179e-09,1.72523993102e-10,1.96375409788e-10
1.42375537323e-42,5.69502149292e-42,5.69502149292e-42,3.35261114759e-09,1.53256712739e-10,1.58137472156e-10
5.66525091757e-42,2.26610036703e-41,2.26610036703e-41,3.64056525816e-09,1.32716117181e-10,1.2227431242e-10
4.27667151527e-42,1.71066860611e-41,1.71066860611e-41,3.78384649396e-09,1.21607519678e-10,9.50290128578e-11
3.20346179963e-43,1.28138471985e-42,1.28138471985e-42,3.7653178597e-09,1.29375610396e-10,8.77281299466e-11
1.31179192095e-42,5.2471676838e-42,5.2471676838e-42,3.62272735397e-09,1.55438655534e-10,1.05890984672e-10
4.17598448095e-42,1.67039379238e-41,1.67039379238e-41,3.44523355288e-09,1.87094026081e-10,1.43569656289e-10
2.77645233486e-42,1.11058093394e-41,1.11058093394e-41,3.33888750031e-09,2.07134577359e-10,1.8458643428e-10
1.13598319584e-43,4.54393278335e-43,4.54393278335e-43,3.37244508254e-09,2.06490258103e-10,2.11156945408e-10
