SAX1,SAX2,SAX3,TAXX,TAXY,TAXZ
8.41451632236e-34,3.36580652894e-33,3.36580652894e-33,6.076215827e-07,1.97062978287e-06,7.33821995801e-06
1.54593788207e-33,6.18375152827e-33,6.18375152827e-33,1.76405208921e-06,6.439131315e-06,2.16983934205e-05
1.19305065599e-33,4.77220262398e-33,4.77220262398e-33,3.03503368728e-06,1.20949430046e-05,3.7460491763e-05
7.62185025744e-34,3.04874010298e-33,3.04874010298e-33,4.20102119492e-06,1.68662895431e-05,5.0373697141e-05
3.91034517056e-34,1.56413806822e-33,1.56413806822e-33,4.61020057097e-06,1.75986922496e-05,5.15827762856e-05
1.51605139634e-34,6.06420558537e-34,6.06420558537e-34,4.19859909083e-06,1.4083158083e-05,4.08074161859e-05
3.86173036589e-35,1.54469214636e-34,1.54469214636e-34,3.39178429536e-06,8.60688047951e-06,2.47980788929e-05
4.01337529084e-36,1.60535011633e-35,1.60535011633e-35,2.67788252451e-06,3.85113453182e-06,1.11434373152e-05
8.99155543714e-38,3.59662217486e-37,3.59662217486e-37,2.26537649356e-06,1.13990338873e-06,3.37209060908e-06
1.15318908948e-36,4.61275635792e-36,4.61275635792e-36,2.06059275415e-06,2.150326714e-07,5.79943561999e-07
8.13967849007e-37,3.25587139603e-36,3.25587139603e-36,1.87004096049e-06,1.37255155477e-07,1.37649806268e-07
1.33677405672e-37,5.34709622686e-37,5.34709622686e-37,1.58737999646e-06,1.9286152265e-07,1.66300861111e-07
1.27663619278e-38,5.10654477111e-38,5.10654477111e-38,1.23195014285e-06,1.59778180137e-07,1.06703939764e-07
1.11518630478e-37,4.46074521913e-37,4.46074521913e-37,8.79959212315e-07,8.75376448793e-08,3.49484598262e-08
8.81753186691e-38,3.52701274676e-37,3.52701274676e-37,5.92433183236e-07,4.05331789291e-08,2.4063035999e-08
1.42042844245e-38,5.68171376979e-38,5.68171376979e-38,3.91442520694e-07,2.26584653558e-08,3.30715294369e-08
3.60257406452e-39,1.44102962581e-38,1.44102962581e-38,2.70353740143e-07,1.57868792868e-08,2.82714442995e-08
2.23491964736e-38,8.93967858946e-38,8.93967858946e-38,2.09022979927e-07,1.17255893804e-08,2.15728589045e-08
1.74421293266e-38,6.97685173065e-38,6.97685173065e-38,1.83536356987e-07,9.61397021937e-09,2.48556750545e-08
2.41044774312e-39,9.64179097247e-39,9.64179097247e-39,1.73063190303e-07,7.88644574167e-09,3.05142634978e-08
1.38647137892e-39,5.5458855157e-39,5.5458855157e-39,1.64698446086e-07,5.22625193317e-09,3.11322417738e-08
6.4855161372e-39,2.59420645488e-38,2.59420645488e-38,1.54150918182e-07,2.54203175062e-09,2.97800157985e-08
4.77175123695e-39,1.90870049478e-38,1.90870049478e-38,1.42532016003e-07,1.06586291145e-09,3.0251414468e-08
5.1536192345e-40,2.0614476938e-39,2.0614476938e-39,1.32335944161e-07,6.41226342379e-10,3.09017258196e-08
6.39091880514e-40,2.55636752205e-39,2.55636752205e-39,1.24966794693e-07,5.53255532447e-10,2.95475621684e-08
2.35808251301e-39,9.43233005203e-39,9.43233005203e-39,1.20060049607e-07,5.63836709672e-10,2.71450295461e-08
1.59783351423e-39,6.39133405693e-39,6.39133405693e-39,1.16062129832e-07,6.68230342014e-10,2.52426899649e-08
